user_id,touchpoint_id,touchpoint_time,channel,campaign,device_type,country,touchpoint_position,total_touchpoints,converted,conversion_id,revenue_gbp,media_cost_gbp
USER-102120,TP-2120-1,2025-03-15 17:00:00,Direct,direct_none,Tablet,United States,1,4,0,,0.0,0.02
USER-102120,TP-2120-2,2025-03-16 09:00:00,Paid Search,brand_search,Tablet,United States,2,4,0,,0.0,1.18
USER-102120,TP-2120-3,2025-03-27 19:00:00,Organic Search,seo_category,Tablet,United States,3,4,0,,0.0,0.1
USER-102120,TP-2120-4,2025-03-29 14:00:00,Paid Search,shopping_ads,Tablet,United States,4,4,0,,0.0,1.82
USER-102121,TP-2121-1,2025-03-29 07:00:00,Paid Social,lookalike_social,Mobile,France,1,1,0,,0.0,1.03
USER-102122,TP-2122-1,2025-03-17 10:00:00,Direct,direct_none,Mobile,Canada,1,2,0,,0.0,0.02
USER-102122,TP-2122-2,2025-03-21 16:00:00,Paid Search,brand_search,Mobile,Canada,2,2,0,,0.0,1.18
USER-102123,TP-2123-1,2025-02-02 14:00:00,Referral,partner_referral,Desktop,United Kingdom,1,6,0,,0.0,0.09
USER-102123,TP-2123-2,2025-02-07 07:00:00,Affiliate,voucher_partner,Desktop,United Kingdom,2,6,0,,0.0,1.12
USER-102123,TP-2123-3,2025-02-11 10:00:00,Organic Search,seo_category,Desktop,United Kingdom,3,6,0,,0.0,0.16
USER-102123,TP-2123-4,2025-02-20 10:00:00,Referral,blog_referral,Desktop,United Kingdom,4,6,0,,0.0,0.09
USER-102123,TP-2123-5,2025-02-21 21:00:00,Paid Search,brand_search,Desktop,United Kingdom,5,6,0,,0.0,1.12
USER-102123,TP-2123-6,2025-02-22 21:00:00,Direct,direct_none,Desktop,United Kingdom,6,6,0,,0.0,0.02
USER-102124,TP-2124-1,2025-02-02 14:00:00,Organic Search,seo_product,Desktop,United Kingdom,1,7,0,,0.0,0.11
USER-102124,TP-2124-2,2025-02-10 22:00:00,Email,loyalty_email,Desktop,United Kingdom,2,7,0,,0.0,0.05
USER-102124,TP-2124-3,2025-02-11 09:00:00,Display,display_prospecting,Desktop,United Kingdom,3,7,0,,0.0,0.71
USER-102124,TP-2124-4,2025-02-12 20:00:00,Organic Search,seo_category,Desktop,United Kingdom,4,7,0,,0.0,0.1
USER-102124,TP-2124-5,2025-02-15 17:00:00,Affiliate,cashback_partner,Desktop,United Kingdom,5,7,0,,0.0,1.33
USER-102124,TP-2124-6,2025-02-16 15:00:00,Paid Social,lookalike_social,Desktop,United Kingdom,6,7,0,,0.0,1.26
USER-102124,TP-2124-7,2025-02-21 18:00:00,Organic Search,seo_product,Desktop,United Kingdom,7,7,0,,0.0,0.09
USER-102125,TP-2125-1,2025-02-27 14:00:00,Paid Search,nonbrand_search,Mobile,United Kingdom,1,1,0,,0.0,1.25
USER-102126,TP-2126-1,2025-01-11 21:00:00,Paid Social,retargeting_social,Desktop,United Kingdom,1,7,0,,0.0,1.2
USER-102126,TP-2126-2,2025-01-18 14:00:00,Organic Search,seo_blog,Desktop,United Kingdom,2,7,0,,0.0,0.14
USER-102126,TP-2126-3,2025-01-20 12:00:00,Organic Search,seo_category,Desktop,United Kingdom,3,7,0,,0.0,0.14
USER-102126,TP-2126-4,2025-01-21 21:00:00,Organic Search,seo_category,Desktop,United Kingdom,4,7,0,,0.0,0.15
USER-102126,TP-2126-5,2025-01-26 20:00:00,Referral,community_referral,Desktop,United Kingdom,5,7,0,,0.0,0.1
USER-102126,TP-2126-6,2025-01-27 22:00:00,Paid Search,shopping_ads,Desktop,United Kingdom,6,7,0,,0.0,1.75
USER-102126,TP-2126-7,2025-01-27 08:00:00,Direct,direct_none,Desktop,United Kingdom,7,7,0,,0.0,0.03
USER-102127,TP-2127-1,2025-03-01 13:00:00,Organic Search,seo_category,Mobile,United Kingdom,1,1,0,,0.0,0.13
USER-102128,TP-2128-1,2025-01-30 18:00:00,Paid Social,prospecting_social,Mobile,United Kingdom,1,1,0,,0.0,1.22
USER-102129,TP-2129-1,2025-02-08 17:00:00,Organic Search,seo_blog,Desktop,United States,1,3,0,,0.0,0.15
USER-102129,TP-2129-2,2025-02-09 15:00:00,Paid Social,prospecting_social,Desktop,United States,2,3,0,,0.0,1.07
USER-102129,TP-2129-3,2025-02-12 20:00:00,Paid Search,shopping_ads,Desktop,United States,3,3,0,,0.0,1.54
USER-102130,TP-2130-1,2025-03-29 12:00:00,Direct,direct_none,Mobile,United Kingdom,1,1,0,,0.0,0.02
USER-102131,TP-2131-1,2025-02-10 11:00:00,Email,newsletter,Tablet,Australia,1,4,1,ORD-202131,77.85,0.04
USER-102131,TP-2131-2,2025-02-21 13:00:00,Paid Search,brand_search,Tablet,Australia,2,4,1,ORD-202131,77.85,1.19
USER-102131,TP-2131-3,2025-02-24 16:00:00,Paid Social,prospecting_social,Tablet,Australia,3,4,1,ORD-202131,77.85,1.04
USER-102131,TP-2131-4,2025-02-26 22:00:00,Paid Search,nonbrand_search,Tablet,Australia,4,4,1,ORD-202131,77.85,1.92
USER-102132,TP-2132-1,2025-01-26 20:00:00,Affiliate,voucher_partner,Mobile,United Kingdom,1,4,0,,0.0,1.29
USER-102132,TP-2132-2,2025-02-06 22:00:00,Paid Search,nonbrand_search,Mobile,United Kingdom,2,4,0,,0.0,1.37
USER-102132,TP-2132-3,2025-02-07 08:00:00,Paid Social,retargeting_social,Mobile,United Kingdom,3,4,0,,0.0,0.75
USER-102132,TP-2132-4,2025-02-11 16:00:00,Paid Social,lookalike_social,Mobile,United Kingdom,4,4,0,,0.0,0.77
USER-102133,TP-2133-1,2025-03-10 17:00:00,Display,display_prospecting,Tablet,United States,1,1,0,,0.0,0.44
USER-102134,TP-2134-1,2025-03-01 10:00:00,Paid Search,nonbrand_search,Mobile,United States,1,2,0,,0.0,1.82
USER-102134,TP-2134-2,2025-03-14 14:00:00,Paid Search,brand_search,Mobile,United States,2,2,0,,0.0,1.77
USER-102135,TP-2135-1,2025-01-08 20:00:00,Paid Social,prospecting_social,Desktop,United Kingdom,1,1,0,,0.0,0.98
USER-102136,TP-2136-1,2025-01-28 16:00:00,Organic Search,seo_blog,Mobile,United Kingdom,1,6,0,,0.0,0.09
USER-102136,TP-2136-2,2025-01-28 20:00:00,Display,display_retargeting,Mobile,United Kingdom,2,6,0,,0.0,0.53
USER-102136,TP-2136-3,2025-01-31 16:00:00,Paid Search,shopping_ads,Mobile,United Kingdom,3,6,0,,0.0,1.44
USER-102136,TP-2136-4,2025-02-08 14:00:00,Referral,blog_referral,Mobile,United Kingdom,4,6,0,,0.0,0.07
USER-102136,TP-2136-5,2025-02-11 11:00:00,Direct,direct_none,Mobile,United Kingdom,5,6,0,,0.0,0.02
USER-102136,TP-2136-6,2025-02-13 22:00:00,Paid Social,lookalike_social,Mobile,United Kingdom,6,6,0,,0.0,1.08
USER-102137,TP-2137-1,2025-01-18 15:00:00,Paid Search,nonbrand_search,Tablet,France,1,1,0,,0.0,1.37
USER-102138,TP-2138-1,2025-03-08 16:00:00,Display,display_retargeting,Mobile,United Kingdom,1,4,1,ORD-202138,56.82,0.68
USER-102138,TP-2138-2,2025-03-14 14:00:00,Paid Social,prospecting_social,Mobile,United Kingdom,2,4,1,ORD-202138,56.82,0.93
USER-102138,TP-2138-3,2025-03-15 20:00:00,Paid Search,brand_search,Mobile,United Kingdom,3,4,1,ORD-202138,56.82,1.84
USER-102138,TP-2138-4,2025-03-23 14:00:00,Email,newsletter,Mobile,United Kingdom,4,4,1,ORD-202138,56.82,0.03
USER-102139,TP-2139-1,2025-02-07 14:00:00,Paid Social,lookalike_social,Mobile,United States,1,2,0,,0.0,1.25
USER-102139,TP-2139-2,2025-02-21 21:00:00,Organic Search,seo_category,Mobile,United States,2,2,0,,0.0,0.1
USER-102140,TP-2140-1,2025-02-12 08:00:00,Affiliate,voucher_partner,Mobile,India,1,2,0,,0.0,1.34
USER-102140,TP-2140-2,2025-02-20 15:00:00,Paid Search,nonbrand_search,Mobile,India,2,2,0,,0.0,1.21
USER-102141,TP-2141-1,2025-02-19 07:00:00,Organic Search,seo_product,Mobile,United Kingdom,1,6,0,,0.0,0.13
USER-102141,TP-2141-2,2025-02-23 15:00:00,Display,display_retargeting,Mobile,United Kingdom,2,6,0,,0.0,0.72
USER-102141,TP-2141-3,2025-02-26 21:00:00,Display,display_retargeting,Mobile,United Kingdom,3,6,0,,0.0,0.5
USER-102141,TP-2141-4,2025-03-01 08:00:00,Direct,direct_none,Mobile,United Kingdom,4,6,0,,0.0,0.02
USER-102141,TP-2141-5,2025-03-03 17:00:00,Organic Search,seo_blog,Mobile,United Kingdom,5,6,0,,0.0,0.15
USER-102141,TP-2141-6,2025-03-03 16:00:00,Email,basket_recovery,Mobile,United Kingdom,6,6,0,,0.0,0.05
USER-102142,TP-2142-1,2025-02-11 08:00:00,Paid Social,retargeting_social,Desktop,France,1,3,0,,0.0,1.12
USER-102142,TP-2142-2,2025-02-11 11:00:00,Paid Search,brand_search,Desktop,France,2,3,0,,0.0,1.52
USER-102142,TP-2142-3,2025-02-15 07:00:00,Paid Search,nonbrand_search,Desktop,France,3,3,0,,0.0,1.2
USER-102143,TP-2143-1,2025-01-03 14:00:00,Paid Social,retargeting_social,Tablet,United Kingdom,1,3,0,,0.0,0.86
USER-102143,TP-2143-2,2025-01-13 21:00:00,Paid Search,brand_search,Tablet,United Kingdom,2,3,0,,0.0,1.39
USER-102143,TP-2143-3,2025-01-22 19:00:00,Paid Search,nonbrand_search,Tablet,United Kingdom,3,3,0,,0.0,1.62
USER-102144,TP-2144-1,2025-02-24 21:00:00,Paid Social,retargeting_social,Mobile,Germany,1,3,0,,0.0,1.12
USER-102144,TP-2144-2,2025-02-27 13:00:00,Direct,direct_none,Mobile,Germany,2,3,0,,0.0,0.02
USER-102144,TP-2144-3,2025-03-12 13:00:00,Direct,direct_none,Mobile,Germany,3,3,0,,0.0,0.02
USER-102145,TP-2145-1,2025-02-18 21:00:00,Organic Search,seo_product,Mobile,Australia,1,3,0,,0.0,0.14
USER-102145,TP-2145-2,2025-02-20 22:00:00,Direct,direct_none,Mobile,Australia,2,3,0,,0.0,0.02
USER-102145,TP-2145-3,2025-02-26 22:00:00,Paid Search,shopping_ads,Mobile,Australia,3,3,0,,0.0,1.93
USER-102146,TP-2146-1,2025-01-30 17:00:00,Organic Search,seo_blog,Mobile,United States,1,3,1,ORD-202146,22.94,0.11
USER-102146,TP-2146-2,2025-02-09 17:00:00,Email,loyalty_email,Mobile,United States,2,3,1,ORD-202146,22.94,0.05
USER-102146,TP-2146-3,2025-02-15 12:00:00,Paid Search,brand_search,Mobile,United States,3,3,1,ORD-202146,22.94,1.43
USER-102147,TP-2147-1,2025-03-05 07:00:00,Organic Search,seo_product,Tablet,United Kingdom,1,4,0,,0.0,0.14
USER-102147,TP-2147-2,2025-03-07 15:00:00,Email,loyalty_email,Tablet,United Kingdom,2,4,0,,0.0,0.04
USER-102147,TP-2147-3,2025-03-07 19:00:00,Organic Search,seo_blog,Tablet,United Kingdom,3,4,0,,0.0,0.09
USER-102147,TP-2147-4,2025-03-13 10:00:00,Email,newsletter,Tablet,United Kingdom,4,4,0,,0.0,0.04
USER-102148,TP-2148-1,2025-01-15 09:00:00,Display,display_prospecting,Mobile,Canada,1,3,1,ORD-202148,76.15,0.71
USER-102148,TP-2148-2,2025-01-25 10:00:00,Organic Search,seo_category,Mobile,Canada,2,3,1,ORD-202148,76.15,0.13
USER-102148,TP-2148-3,2025-01-28 17:00:00,Organic Search,seo_product,Mobile,Canada,3,3,1,ORD-202148,76.15,0.13
USER-102149,TP-2149-1,2025-03-20 14:00:00,Direct,direct_none,Mobile,United Kingdom,1,4,0,,0.0,0.02
USER-102149,TP-2149-2,2025-03-25 10:00:00,Paid Search,shopping_ads,Mobile,United Kingdom,2,4,0,,0.0,1.3
USER-102149,TP-2149-3,2025-03-29 16:00:00,Direct,direct_none,Mobile,United Kingdom,3,4,0,,0.0,0.02
USER-102149,TP-2149-4,2025-04-01 18:00:00,Paid Social,prospecting_social,Mobile,United Kingdom,4,4,0,,0.0,0.97
USER-102150,TP-2150-1,2025-03-04 10:00:00,Organic Search,seo_category,Mobile,United Kingdom,1,8,1,ORD-202150,82.43,0.16
USER-102150,TP-2150-2,2025-03-06 19:00:00,Paid Search,nonbrand_search,Mobile,United Kingdom,2,8,1,ORD-202150,82.43,1.88
USER-102150,TP-2150-3,2025-03-09 18:00:00,Email,loyalty_email,Mobile,United Kingdom,3,8,1,ORD-202150,82.43,0.04
USER-102150,TP-2150-4,2025-03-11 18:00:00,Direct,direct_none,Mobile,United Kingdom,4,8,1,ORD-202150,82.43,0.02
USER-102150,TP-2150-5,2025-03-21 20:00:00,Email,newsletter,Mobile,United Kingdom,5,8,1,ORD-202150,82.43,0.05
USER-102150,TP-2150-6,2025-03-21 19:00:00,Paid Search,shopping_ads,Mobile,United Kingdom,6,8,1,ORD-202150,82.43,1.14
USER-102150,TP-2150-7,2025-03-22 18:00:00,Organic Search,seo_category,Mobile,United Kingdom,7,8,1,ORD-202150,82.43,0.1
USER-102150,TP-2150-8,2025-03-23 10:00:00,Email,basket_recovery,Mobile,United Kingdom,8,8,1,ORD-202150,82.43,0.04
USER-102151,TP-2151-1,2025-01-31 14:00:00,Paid Search,nonbrand_search,Mobile,United States,1,7,0,,0.0,1.74
USER-102151,TP-2151-2,2025-02-01 18:00:00,Organic Search,seo_product,Mobile,United States,2,7,0,,0.0,0.15
USER-102151,TP-2151-3,2025-02-03 20:00:00,Direct,direct_none,Mobile,United States,3,7,0,,0.0,0.02
USER-102151,TP-2151-4,2025-02-11 10:00:00,Paid Search,brand_search,Mobile,United States,4,7,0,,0.0,1.43
USER-102151,TP-2151-5,2025-02-11 13:00:00,Direct,direct_none,Mobile,United States,5,7,0,,0.0,0.02
USER-102151,TP-2151-6,2025-02-13 16:00:00,Paid Search,brand_search,Mobile,United States,6,7,0,,0.0,1.34
USER-102151,TP-2151-7,2025-02-15 22:00:00,Paid Social,retargeting_social,Mobile,United States,7,7,0,,0.0,1.15
USER-102152,TP-2152-1,2025-03-31 07:00:00,Organic Search,seo_product,Mobile,United Kingdom,1,1,0,,0.0,0.1
USER-102153,TP-2153-1,2025-01-15 18:00:00,Paid Social,prospecting_social,Mobile,Australia,1,2,0,,0.0,0.76
USER-102153,TP-2153-2,2025-01-20 08:00:00,Direct,direct_none,Mobile,Australia,2,2,0,,0.0,0.02
USER-102154,TP-2154-1,2025-01-14 19:00:00,Paid Search,brand_search,Mobile,United States,1,2,0,,0.0,1.4
USER-102154,TP-2154-2,2025-01-17 17:00:00,Organic Search,seo_category,Mobile,United States,2,2,0,,0.0,0.12
USER-102155,TP-2155-1,2025-02-16 08:00:00,Paid Search,nonbrand_search,Mobile,France,1,3,1,ORD-202155,157.91,1.43
USER-102155,TP-2155-2,2025-02-19 22:00:00,Direct,direct_none,Mobile,France,2,3,1,ORD-202155,157.91,0.02
USER-102155,TP-2155-3,2025-03-02 19:00:00,Paid Search,brand_search,Mobile,France,3,3,1,ORD-202155,157.91,1.55
USER-102156,TP-2156-1,2025-02-24 13:00:00,Organic Search,seo_category,Mobile,United Kingdom,1,4,1,ORD-202156,80.31,0.15
USER-102156,TP-2156-2,2025-03-07 17:00:00,Organic Search,seo_product,Mobile,United Kingdom,2,4,1,ORD-202156,80.31,0.11
USER-102156,TP-2156-3,2025-03-08 14:00:00,Paid Social,lookalike_social,Mobile,United Kingdom,3,4,1,ORD-202156,80.31,0.95
USER-102156,TP-2156-4,2025-03-08 15:00:00,Email,newsletter,Mobile,United Kingdom,4,4,1,ORD-202156,80.31,0.05
USER-102157,TP-2157-1,2025-02-24 19:00:00,Direct,direct_none,Tablet,France,1,1,0,,0.0,0.02
USER-102158,TP-2158-1,2025-02-12 08:00:00,Paid Social,lookalike_social,Mobile,United States,1,3,0,,0.0,0.9
USER-102158,TP-2158-2,2025-02-12 17:00:00,Direct,direct_none,Mobile,United States,2,3,0,,0.0,0.02
USER-102158,TP-2158-3,2025-02-14 16:00:00,Direct,direct_none,Mobile,United States,3,3,0,,0.0,0.02
USER-102159,TP-2159-1,2025-01-05 20:00:00,Organic Search,seo_category,Mobile,United Kingdom,1,3,0,,0.0,0.13
USER-102159,TP-2159-2,2025-01-05 19:00:00,Paid Social,prospecting_social,Mobile,United Kingdom,2,3,0,,0.0,1.0
USER-102159,TP-2159-3,2025-01-22 14:00:00,Organic Search,seo_category,Mobile,United Kingdom,3,3,0,,0.0,0.16
USER-102160,TP-2160-1,2025-02-01 09:00:00,Paid Social,retargeting_social,Mobile,United Kingdom,1,3,0,,0.0,0.91
USER-102160,TP-2160-2,2025-02-02 07:00:00,Display,display_retargeting,Mobile,United Kingdom,2,3,0,,0.0,0.56
USER-102160,TP-2160-3,2025-02-06 13:00:00,Affiliate,content_partner,Mobile,United Kingdom,3,3,0,,0.0,0.83
USER-102161,TP-2161-1,2025-03-11 13:00:00,Organic Search,seo_blog,Tablet,United Kingdom,1,5,0,,0.0,0.16
USER-102161,TP-2161-2,2025-03-11 22:00:00,Paid Search,brand_search,Tablet,United Kingdom,2,5,0,,0.0,1.76
USER-102161,TP-2161-3,2025-03-17 22:00:00,Email,newsletter,Tablet,United Kingdom,3,5,0,,0.0,0.05
USER-102161,TP-2161-4,2025-03-26 15:00:00,Display,display_retargeting,Tablet,United Kingdom,4,5,0,,0.0,0.65
USER-102161,TP-2161-5,2025-03-28 14:00:00,Paid Search,brand_search,Tablet,United Kingdom,5,5,0,,0.0,1.32
USER-102162,TP-2162-1,2025-02-26 15:00:00,Referral,blog_referral,Mobile,United Kingdom,1,2,1,ORD-202162,64.81,0.09
USER-102162,TP-2162-2,2025-02-28 13:00:00,Paid Social,lookalike_social,Mobile,United Kingdom,2,2,1,ORD-202162,64.81,1.06
USER-102163,TP-2163-1,2025-02-14 17:00:00,Paid Social,lookalike_social,Mobile,United States,1,6,0,,0.0,1.27
USER-102163,TP-2163-2,2025-02-17 20:00:00,Organic Search,seo_category,Mobile,United States,2,6,0,,0.0,0.16
USER-102163,TP-2163-3,2025-02-19 08:00:00,Email,basket_recovery,Mobile,United States,3,6,0,,0.0,0.04
USER-102163,TP-2163-4,2025-02-23 18:00:00,Paid Search,shopping_ads,Mobile,United States,4,6,0,,0.0,1.75
USER-102163,TP-2163-5,2025-02-26 15:00:00,Paid Social,lookalike_social,Mobile,United States,5,6,0,,0.0,1.27
USER-102163,TP-2163-6,2025-03-05 14:00:00,Paid Search,brand_search,Mobile,United States,6,6,0,,0.0,1.27
USER-102164,TP-2164-1,2025-02-05 09:00:00,Paid Search,brand_search,Desktop,Australia,1,6,0,,0.0,1.38
USER-102164,TP-2164-2,2025-02-11 11:00:00,Paid Search,brand_search,Desktop,Australia,2,6,0,,0.0,1.22
USER-102164,TP-2164-3,2025-02-13 20:00:00,Paid Search,nonbrand_search,Desktop,Australia,3,6,0,,0.0,1.36
USER-102164,TP-2164-4,2025-02-16 14:00:00,Direct,direct_none,Desktop,Australia,4,6,0,,0.0,0.02
USER-102164,TP-2164-5,2025-02-18 16:00:00,Paid Social,prospecting_social,Desktop,Australia,5,6,0,,0.0,0.97
USER-102164,TP-2164-6,2025-02-18 09:00:00,Paid Social,prospecting_social,Desktop,Australia,6,6,0,,0.0,1.11
USER-102165,TP-2165-1,2025-02-10 20:00:00,Direct,direct_none,Mobile,India,1,2,0,,0.0,0.03
USER-102165,TP-2165-2,2025-02-15 13:00:00,Direct,direct_none,Mobile,India,2,2,0,,0.0,0.02
USER-102166,TP-2166-1,2025-02-28 09:00:00,Paid Social,retargeting_social,Mobile,Germany,1,3,0,,0.0,1.12
USER-102166,TP-2166-2,2025-03-03 22:00:00,Paid Search,brand_search,Mobile,Germany,2,3,0,,0.0,1.28
USER-102166,TP-2166-3,2025-03-13 09:00:00,Direct,direct_none,Mobile,Germany,3,3,0,,0.0,0.02
USER-102167,TP-2167-1,2025-02-28 11:00:00,Email,basket_recovery,Desktop,France,1,3,0,,0.0,0.03
USER-102167,TP-2167-2,2025-03-06 08:00:00,Direct,direct_none,Desktop,France,2,3,0,,0.0,0.02
USER-102167,TP-2167-3,2025-03-19 12:00:00,Paid Social,prospecting_social,Desktop,France,3,3,0,,0.0,0.95
USER-102168,TP-2168-1,2025-03-08 08:00:00,Email,loyalty_email,Mobile,United Kingdom,1,5,0,,0.0,0.03
USER-102168,TP-2168-2,2025-03-13 07:00:00,Display,display_prospecting,Mobile,United Kingdom,2,5,0,,0.0,0.61
USER-102168,TP-2168-3,2025-03-14 22:00:00,Paid Social,retargeting_social,Mobile,United Kingdom,3,5,0,,0.0,0.96
USER-102168,TP-2168-4,2025-03-22 13:00:00,Email,basket_recovery,Mobile,United Kingdom,4,5,0,,0.0,0.04
USER-102168,TP-2168-5,2025-03-22 10:00:00,Direct,direct_none,Mobile,United Kingdom,5,5,0,,0.0,0.02
USER-102169,TP-2169-1,2025-03-14 12:00:00,Paid Social,prospecting_social,Desktop,United States,1,1,0,,0.0,1.15
USER-102170,TP-2170-1,2025-02-19 10:00:00,Direct,direct_none,Desktop,Germany,1,5,0,,0.0,0.03
USER-102170,TP-2170-2,2025-02-25 17:00:00,Organic Search,seo_category,Desktop,Germany,2,5,0,,0.0,0.13
USER-102170,TP-2170-3,2025-02-26 11:00:00,Organic Search,seo_product,Desktop,Germany,3,5,0,,0.0,0.15
USER-102170,TP-2170-4,2025-03-02 18:00:00,Paid Search,nonbrand_search,Desktop,Germany,4,5,0,,0.0,1.72
USER-102170,TP-2170-5,2025-03-05 19:00:00,Paid Social,retargeting_social,Desktop,Germany,5,5,0,,0.0,1.15
USER-102171,TP-2171-1,2025-02-28 17:00:00,Email,newsletter,Desktop,Canada,1,2,1,ORD-202171,282.89,0.05
USER-102171,TP-2171-2,2025-02-28 22:00:00,Paid Search,nonbrand_search,Desktop,Canada,2,2,1,ORD-202171,282.89,1.26
USER-102172,TP-2172-1,2025-01-08 07:00:00,Paid Search,shopping_ads,Mobile,India,1,2,0,,0.0,1.41
USER-102172,TP-2172-2,2025-01-22 19:00:00,Affiliate,cashback_partner,Mobile,India,2,2,0,,0.0,1.31
USER-102173,TP-2173-1,2025-02-16 07:00:00,Affiliate,voucher_partner,Mobile,United Kingdom,1,7,0,,0.0,1.24
USER-102173,TP-2173-2,2025-02-16 11:00:00,Paid Social,prospecting_social,Mobile,United Kingdom,2,7,0,,0.0,0.83
USER-102173,TP-2173-3,2025-02-26 10:00:00,Affiliate,voucher_partner,Mobile,United Kingdom,3,7,0,,0.0,1.38
USER-102173,TP-2173-4,2025-03-01 07:00:00,Paid Social,lookalike_social,Mobile,United Kingdom,4,7,0,,0.0,0.78
USER-102173,TP-2173-5,2025-03-02 12:00:00,Affiliate,voucher_partner,Mobile,United Kingdom,5,7,0,,0.0,1.34
USER-102173,TP-2173-6,2025-03-05 17:00:00,Affiliate,content_partner,Mobile,United Kingdom,6,7,0,,0.0,0.87
USER-102173,TP-2173-7,2025-03-05 07:00:00,Display,display_retargeting,Mobile,United Kingdom,7,7,0,,0.0,0.74
USER-102174,TP-2174-1,2025-01-29 21:00:00,Display,display_prospecting,Desktop,United States,1,5,1,ORD-202174,63.99,0.54
USER-102174,TP-2174-2,2025-02-04 22:00:00,Paid Social,retargeting_social,Desktop,United States,2,5,1,ORD-202174,63.99,1.27
USER-102174,TP-2174-3,2025-02-07 09:00:00,Paid Social,lookalike_social,Desktop,United States,3,5,1,ORD-202174,63.99,0.83
USER-102174,TP-2174-4,2025-02-08 11:00:00,Paid Search,brand_search,Desktop,United States,4,5,1,ORD-202174,63.99,1.6
USER-102174,TP-2174-5,2025-02-13 19:00:00,Paid Social,retargeting_social,Desktop,United States,5,5,1,ORD-202174,63.99,0.75
USER-102175,TP-2175-1,2025-02-15 22:00:00,Affiliate,content_partner,Desktop,France,1,2,0,,0.0,1.34
USER-102175,TP-2175-2,2025-02-15 17:00:00,Organic Search,seo_blog,Desktop,France,2,2,0,,0.0,0.1
USER-102176,TP-2176-1,2025-01-13 18:00:00,Organic Search,seo_category,Mobile,Australia,1,6,0,,0.0,0.1
USER-102176,TP-2176-2,2025-01-17 13:00:00,Paid Social,prospecting_social,Mobile,Australia,2,6,0,,0.0,1.21
USER-102176,TP-2176-3,2025-01-29 19:00:00,Organic Search,seo_category,Mobile,Australia,3,6,0,,0.0,0.15
USER-102176,TP-2176-4,2025-01-30 10:00:00,Organic Search,seo_product,Mobile,Australia,4,6,0,,0.0,0.12
USER-102176,TP-2176-5,2025-01-31 19:00:00,Paid Social,prospecting_social,Mobile,Australia,5,6,0,,0.0,0.99
USER-102176,TP-2176-6,2025-02-01 13:00:00,Direct,direct_none,Mobile,Australia,6,6,0,,0.0,0.03
USER-102177,TP-2177-1,2025-01-04 16:00:00,Paid Social,prospecting_social,Desktop,United Kingdom,1,1,0,,0.0,1.18
USER-102178,TP-2178-1,2025-03-25 08:00:00,Paid Search,shopping_ads,Mobile,United Kingdom,1,1,0,,0.0,1.87
USER-102179,TP-2179-1,2025-02-27 11:00:00,Display,display_retargeting,Desktop,United Kingdom,1,5,0,,0.0,0.54
USER-102179,TP-2179-2,2025-03-03 10:00:00,Email,basket_recovery,Desktop,United Kingdom,2,5,0,,0.0,0.04
USER-102179,TP-2179-3,2025-03-05 09:00:00,Paid Social,prospecting_social,Desktop,United Kingdom,3,5,0,,0.0,1.08
USER-102179,TP-2179-4,2025-03-10 08:00:00,Affiliate,voucher_partner,Desktop,United Kingdom,4,5,0,,0.0,1.39
USER-102179,TP-2179-5,2025-03-10 08:00:00,Direct,direct_none,Desktop,United Kingdom,5,5,0,,0.0,0.02
USER-102180,TP-2180-1,2025-03-06 15:00:00,Paid Social,prospecting_social,Desktop,United Kingdom,1,3,0,,0.0,1.13
USER-102180,TP-2180-2,2025-03-07 20:00:00,Email,basket_recovery,Desktop,United Kingdom,2,3,0,,0.0,0.04
USER-102180,TP-2180-3,2025-03-20 20:00:00,Direct,direct_none,Desktop,United Kingdom,3,3,0,,0.0,0.02
USER-102181,TP-2181-1,2025-03-08 13:00:00,Organic Search,seo_blog,Mobile,United States,1,1,0,,0.0,0.11
USER-102182,TP-2182-1,2025-02-14 22:00:00,Paid Social,lookalike_social,Mobile,United Kingdom,1,1,0,,0.0,1.16
USER-102183,TP-2183-1,2025-03-04 14:00:00,Organic Search,seo_category,Mobile,United Kingdom,1,2,0,,0.0,0.13
USER-102183,TP-2183-2,2025-03-08 16:00:00,Display,display_retargeting,Mobile,United Kingdom,2,2,0,,0.0,0.63
USER-102184,TP-2184-1,2025-02-25 07:00:00,Organic Search,seo_category,Mobile,United States,1,8,1,ORD-202184,197.8,0.1
USER-102184,TP-2184-2,2025-02-26 10:00:00,Display,display_prospecting,Mobile,United States,2,8,1,ORD-202184,197.8,0.63
USER-102184,TP-2184-3,2025-02-28 14:00:00,Paid Search,brand_search,Mobile,United States,3,8,1,ORD-202184,197.8,1.44
USER-102184,TP-2184-4,2025-03-04 08:00:00,Email,basket_recovery,Mobile,United States,4,8,1,ORD-202184,197.8,0.04
USER-102184,TP-2184-5,2025-03-04 08:00:00,Display,display_prospecting,Mobile,United States,5,8,1,ORD-202184,197.8,0.46
USER-102184,TP-2184-6,2025-03-05 09:00:00,Organic Search,seo_category,Mobile,United States,6,8,1,ORD-202184,197.8,0.15
USER-102184,TP-2184-7,2025-03-10 19:00:00,Organic Search,seo_blog,Mobile,United States,7,8,1,ORD-202184,197.8,0.14
USER-102184,TP-2184-8,2025-03-13 10:00:00,Direct,direct_none,Mobile,United States,8,8,1,ORD-202184,197.8,0.02
USER-102185,TP-2185-1,2025-03-02 07:00:00,Paid Social,lookalike_social,Mobile,Canada,1,3,0,,0.0,1.04
